Date,Product_Name,Category,Units_Sold,Inventory_Level,Price,Promotion,Supplier,Lead_Time,Revenue
2023-06-25,Lotion,Personal Care,58,128,776.37,Yes,Prime Distribution,13,45029.46
2024-12-03,Monitor,Electronics,43,358,1569.3,No,Prime Distribution,12,67479.9
2023-12-29,Sugar,Groceries,49,215,160.16,No,Global Traders,3,7847.84
2024-05-26,Tablet,Electronics,49,279,405.68,No,ABC Suppliers,13,19878.32
2024-07-28,Coffee,Groceries,49,251,1122.63,Yes,Prime Distribution,9,55008.87
2023-01-23,Cheese,Groceries,35,170,1348.67,No,ABC Suppliers,3,47203.45
2023-11-03,Mouse,Electronics,61,262,1189.75,Yes,Global Traders,11,72574.75
2024-09-26,Rice,Groceries,44,57,1779.23,Yes,Global Traders,13,78286.12
2024-04-22,Headphones,Electronics,42,283,579.14,Yes,Prime Distribution,6,24323.88
2023-11-04,Eggs,Groceries,71,146,1387.4,Yes,Global Traders,5,98505.4
2024-07-19,Toothpaste,Personal Care,50,365,1211.42,No,Nova Supply,7,60571.0
2023-05-31,Phone,Electronics,49,56,191.04,Yes,Prime Distribution,3,9360.96
2024-04-04,Shampoo,Personal Care,70,347,1663.75,No,Smart Wholesale,15,116462.5
2023-08-30,Hair Oil,Personal Care,39,281,1974.89,No,Prime Distribution,15,77020.71
2024-09-23,Cheese,Groceries,41,434,420.24,Yes,ABC Suppliers,6,17229.84
2024-02-19,Perfume,Personal Care,32,144,1265.15,No,Global Traders,13,40484.8
2023-02-21,Butter,Groceries,60,155,343.12,Yes,ABC Suppliers,13,20587.2
2024-11-04,Keyboard,Electronics,73,193,350.13,No,Global Traders,3,25559.49
2024-02-20,Lotion,Personal Care,40,364,1576.63,Yes,ABC Suppliers,3,63065.2
2024-09-21,Headphones,Electronics,38,468,32.99,No,Smart Wholesale,15,1253.62
2023-03-14,Sanitizer,Personal Care,41,339,190.57,Yes,Smart Wholesale,11,7813.37
2023-12-04,Tea,Groceries,55,84,1275.67,Yes,Prime Distribution,5,70161.85
2023-08-12,Laptop,Electronics,22,227,1250.14,No,Global Traders,4,27503.08
2024-10-29,Rice,Groceries,55,445,972.97,Yes,Smart Wholesale,13,53513.35
2024-10-25,Coffee,Groceries,24,67,257.73,Yes,Prime Distribution,9,6185.52
2024-07-23,Shampoo,Personal Care,38,331,1285.63,Yes,Smart Wholesale,10,48853.94
2023-06-01,Camera,Electronics,55,253,1469.85,No,ABC Suppliers,5,80841.75
2024-05-24,Monitor,Electronics,36,380,1524.53,No,Smart Wholesale,8,54883.08
2023-01-26,Printer,Electronics,43,356,66.67,Yes,Smart Wholesale,9,2866.81
2023-11-13,Hair Oil,Personal Care,79,215,1148.1,No,ABC Suppliers,2,90699.9
2023-10-17,Conditioner,Personal Care,43,118,502.19,No,Nova Supply,4,21594.17
2024-01-30,Conditioner,Personal Care,41,278,1114.93,Yes,Nova Supply,15,45712.13
2023-05-23,Conditioner,Personal Care,27,313,1550.49,No,ABC Suppliers,8,41863.23
2023-11-05,Shampoo,Personal Care,67,122,1076.35,Yes,ABC Suppliers,2,72115.45
2023-11-28,Hair Oil,Personal Care,64,119,485.53,No,Nova Supply,13,31073.92
2023-08-22,Juice,Groceries,42,408,1407.26,Yes,Smart Wholesale,12,59104.92
2023-09-23,Butter,Groceries,57,371,544.0,Yes,ABC Suppliers,8,31008.0
2023-04-21,Milk,Groceries,49,403,1468.81,Yes,Smart Wholesale,11,71971.69
2024-06-20,Butter,Groceries,46,385,1470.05,No,Nova Supply,9,67622.3
2024-12-07,Lotion,Personal Care,70,212,311.09,No,ABC Suppliers,13,21776.3
2023-08-28,Coffee,Groceries,35,348,1854.41,No,ABC Suppliers,14,64904.35
2024-06-09,Perfume,Personal Care,48,435,1903.28,No,Global Traders,9,91357.44
2024-08-31,Speaker,Electronics,23,114,746.38,Yes,Prime Distribution,2,17166.74
2023-07-15,Deodorant,Personal Care,48,228,772.51,Yes,Smart Wholesale,4,37080.48
2024-03-05,Rice,Groceries,28,469,369.81,Yes,Prime Distribution,14,10354.68
2024-03-19,Eggs,Groceries,54,322,397.98,Yes,Nova Supply,13,21490.92
2023-05-13,Printer,Electronics,51,368,956.6,No,Nova Supply,10,48786.6
2024-08-16,Sugar,Groceries,31,232,572.05,Yes,ABC Suppliers,15,17733.55
2023-11-21,Face Wash,Personal Care,64,152,1883.4,Yes,Nova Supply,3,120537.6
2024-12-23,Shampoo,Personal Care,65,448,980.45,Yes,Smart Wholesale,14,63729.25
2023-06-01,Monitor,Electronics,60,162,1685.07,No,ABC Suppliers,2,101104.2
2024-02-20,Speaker,Electronics,28,424,1679.98,Yes,Smart Wholesale,6,47039.44
2023-04-06,Hair Oil,Personal Care,46,367,1916.08,No,Global Traders,13,88139.68
2024-02-19,Face Wash,Personal Care,38,327,275.92,Yes,Nova Supply,2,10484.96
2024-01-20,Shampoo,Personal Care,51,376,369.09,Yes,ABC Suppliers,3,18823.59
2024-10-26,Camera,Electronics,45,328,450.76,Yes,ABC Suppliers,7,20284.2
2024-08-13,Phone,Electronics,32,280,402.7,Yes,Nova Supply,10,12886.4
2023-01-03,Bread,Groceries,63,367,1735.08,No,ABC Suppliers,8,109310.04
2024-03-27,Speaker,Electronics,37,391,127.62,Yes,ABC Suppliers,7,4721.94
2024-05-06,Juice,Groceries,26,195,146.83,No,Smart Wholesale,15,3817.58
2023-03-31,Hair Oil,Personal Care,28,129,1118.27,Yes,Prime Distribution,6,31311.56
2023-06-28,Speaker,Electronics,46,361,181.17,Yes,Prime Distribution,15,8333.82
2023-02-26,Bread,Groceries,30,335,1274.6,No,ABC Suppliers,14,38238.0
2024-09-17,Juice,Groceries,45,276,938.64,No,Global Traders,13,42238.8
2023-04-06,Milk,Groceries,46,294,1638.09,Yes,Global Traders,8,75352.14
2023-10-25,Face Wash,Personal Care,44,341,1705.35,No,Nova Supply,13,75035.4
2023-08-20,Bread,Groceries,25,478,480.22,No,Smart Wholesale,6,12005.5
2024-11-04,Face Wash,Personal Care,57,432,668.91,Yes,Nova Supply,3,38127.87
2024-07-31,Monitor,Electronics,67,299,1961.02,Yes,Prime Distribution,7,131388.34
2024-08-02,Laptop,Electronics,24,465,1803.58,No,Smart Wholesale,6,43285.92
2023-07-26,Mouse,Electronics,35,440,531.84,Yes,Global Traders,9,18614.4
2023-06-26,Butter,Groceries,46,359,1594.06,Yes,ABC Suppliers,14,73326.76
2023-10-10,Rice,Groceries,44,164,553.27,Yes,Global Traders,12,24343.88
2024-10-28,Rice,Groceries,36,485,1570.72,Yes,Global Traders,9,56545.92
2023-01-09,Phone,Electronics,25,359,649.67,Yes,Smart Wholesale,11,16241.75
2023-02-01,Laptop,Electronics,51,188,79.91,Yes,ABC Suppliers,12,4075.41
2023-11-27,Monitor,Electronics,55,267,1507.79,Yes,Prime Distribution,4,82928.45
2023-05-20,Headphones,Electronics,42,241,1101.32,No,Nova Supply,9,46255.44
2023-05-28,Perfume,Personal Care,53,194,357.86,Yes,Nova Supply,7,18966.58
2023-02-08,Shampoo,Personal Care,40,179,1473.51,Yes,Smart Wholesale,8,58940.4
2023-07-07,Shampoo,Personal Care,61,302,941.21,No,Nova Supply,5,57413.81
2023-11-20,Cheese,Groceries,71,208,329.08,No,Smart Wholesale,10,23364.68
2023-08-25,Lotion,Personal Care,29,368,695.27,Yes,Prime Distribution,14,20162.83
2023-09-04,Monitor,Electronics,34,143,10.16,Yes,Global Traders,8,345.44
2023-04-20,Perfume,Personal Care,55,275,1984.57,Yes,ABC Suppliers,5,109151.35
2023-06-27,Cheese,Groceries,40,438,959.75,Yes,Smart Wholesale,7,38390.0
2023-02-19,Deodorant,Personal Care,35,266,1758.56,Yes,Smart Wholesale,13,61549.6
2023-02-10,Mouse,Electronics,31,85,1914.89,Yes,Smart Wholesale,13,59361.59
2024-04-26,Butter,Groceries,34,370,186.87,Yes,ABC Suppliers,7,6353.58
2023-04-27,Juice,Groceries,22,420,635.73,No,Prime Distribution,10,13986.06
2024-02-20,Shampoo,Personal Care,41,359,58.46,No,ABC Suppliers,10,2396.86
2023-03-29,Tea,Groceries,33,457,1797.93,Yes,ABC Suppliers,11,59331.69
2024-02-25,Coffee,Groceries,47,393,1226.2,Yes,Global Traders,8,57631.4
2024-12-30,Speaker,Electronics,67,232,1209.64,Yes,Prime Distribution,11,81045.88
2023-12-26,Eggs,Groceries,44,295,548.3,Yes,Global Traders,6,24125.2
2024-08-27,Sanitizer,Personal Care,46,317,1032.51,Yes,Smart Wholesale,4,47495.46
2023-12-15,Face Wash,Personal Care,63,256,241.02,Yes,Smart Wholesale,11,15184.26
2023-04-06,Mouse,Electronics,46,495,1662.95,Yes,Smart Wholesale,10,76495.7
2024-12-08,Butter,Groceries,66,180,1445.06,Yes,Global Traders,3,95373.96
2024-07-06,Tablet,Electronics,63,284,473.38,Yes,ABC Suppliers,3,29822.94
2024-02-26,Shampoo,Personal Care,34,472,1102.72,Yes,Prime Distribution,10,37492.48
2023-01-15,Eggs,Groceries,37,483,899.05,Yes,Smart Wholesale,6,33264.85
2024-09-29,Conditioner,Personal Care,41,55,343.7,No,Smart Wholesale,5,14091.7
2023-07-06,Milk,Groceries,58,459,276.65,No,Prime Distribution,2,16045.7
2023-05-17,Laptop,Electronics,31,462,988.9,Yes,Global Traders,7,30655.9
2024-09-30,Monitor,Electronics,40,223,747.71,No,Nova Supply,2,29908.4
2023-02-27,Mouse,Electronics,35,167,1155.6,Yes,Global Traders,7,40446.0
2024-06-22,Bread,Groceries,56,205,1969.71,No,Prime Distribution,11,110303.76
2023-11-18,Hair Oil,Personal Care,71,332,530.62,Yes,Global Traders,11,37674.02
2024-09-26,Bread,Groceries,36,125,924.56,Yes,Nova Supply,13,33284.16
2023-11-03,Soap,Personal Care,57,238,1879.69,Yes,Prime Distribution,9,107142.33
2023-02-25,Butter,Groceries,56,146,1076.49,Yes,Smart Wholesale,5,60283.44
2023-09-24,Speaker,Electronics,25,345,1870.46,Yes,Prime Distribution,15,46761.5
2024-06-08,Printer,Electronics,42,251,422.07,No,Nova Supply,7,17726.94
2024-09-21,Face Wash,Personal Care,18,219,37.33,Yes,Smart Wholesale,3,671.94
2024-12-17,Lotion,Personal Care,66,218,1064.98,Yes,Global Traders,8,70288.68
2024-03-12,Headphones,Electronics,39,165,341.45,No,Smart Wholesale,2,13316.55
2024-11-15,Deodorant,Personal Care,66,370,731.53,Yes,Smart Wholesale,2,48280.98
2023-08-09,Camera,Electronics,30,224,1979.87,No,ABC Suppliers,4,59396.1
2023-03-14,Headphones,Electronics,56,468,868.85,Yes,Nova Supply,10,48655.6
2023-12-28,Tea,Groceries,51,451,669.52,Yes,ABC Suppliers,8,34145.52
2024-05-22,Deodorant,Personal Care,47,115,313.94,Yes,Nova Supply,10,14755.18
2024-08-10,Hair Oil,Personal Care,44,139,1439.97,Yes,Global Traders,14,63358.68
2023-07-22,Juice,Groceries,45,399,654.06,No,Prime Distribution,2,29432.7
2024-10-20,Deodorant,Personal Care,19,318,1099.22,No,Prime Distribution,15,20885.18
2024-01-07,Camera,Electronics,41,436,1176.57,Yes,ABC Suppliers,5,48239.37
2023-03-17,Juice,Groceries,57,105,1245.56,No,Smart Wholesale,14,70996.92
2023-07-18,Hair Oil,Personal Care,56,423,1559.13,Yes,ABC Suppliers,10,87311.28
2024-01-25,Deodorant,Personal Care,40,173,578.79,Yes,Prime Distribution,13,23151.6
2024-03-06,Printer,Electronics,38,124,782.21,No,Nova Supply,15,29723.98
2024-12-15,Lotion,Personal Care,70,493,1952.51,Yes,Smart Wholesale,7,136675.7
2024-03-26,Deodorant,Personal Care,23,309,1789.23,No,Global Traders,13,41152.29
2024-05-02,Toothpaste,Personal Care,53,407,668.69,Yes,Smart Wholesale,3,35440.57
2024-04-01,Soap,Personal Care,51,303,1439.38,No,Nova Supply,15,73408.38
2024-10-16,Soap,Personal Care,52,378,1484.48,No,Prime Distribution,14,77192.96
2023-03-22,Bread,Groceries,43,57,611.34,Yes,Global Traders,5,26287.62
2023-10-19,Sugar,Groceries,46,110,1901.12,No,Nova Supply,15,87451.52
2024-05-01,Soap,Personal Care,53,319,147.18,Yes,Global Traders,4,7800.54
2023-07-24,Bread,Groceries,48,102,840.24,Yes,Nova Supply,3,40331.52
2023-09-16,Deodorant,Personal Care,49,430,1905.76,No,Smart Wholesale,15,93382.24
2023-02-02,Tea,Groceries,38,484,1099.42,Yes,ABC Suppliers,11,41777.96
2024-11-28,Keyboard,Electronics,59,122,126.88,No,Smart Wholesale,5,7485.92
2024-05-19,Sanitizer,Personal Care,43,307,1987.43,Yes,Global Traders,10,85459.49
2024-09-10,Speaker,Electronics,38,238,1052.71,Yes,Nova Supply,7,40002.98
2023-02-05,Butter,Groceries,33,88,229.57,Yes,ABC Suppliers,13,7575.81
2024-08-13,Coffee,Groceries,35,147,1982.59,Yes,ABC Suppliers,8,69390.65
2023-11-26,Eggs,Groceries,62,277,917.53,Yes,Nova Supply,12,56886.86
2023-03-19,Tablet,Electronics,33,102,294.6,Yes,Prime Distribution,9,9721.8
2024-11-26,Monitor,Electronics,70,67,935.8,No,ABC Suppliers,6,65506.0
2023-10-11,Keyboard,Electronics,40,479,1022.62,No,Smart Wholesale,13,40904.8
2023-12-02,Tablet,Electronics,76,330,1645.02,No,ABC Suppliers,12,125021.52
2024-08-16,Tablet,Electronics,30,100,1213.33,Yes,Smart Wholesale,10,36399.9
2023-08-12,Sanitizer,Personal Care,37,58,1322.79,No,Prime Distribution,6,48943.23
2024-05-31,Conditioner,Personal Care,50,386,810.58,No,Nova Supply,4,40529.0
2024-09-07,Rice,Groceries,44,302,1053.45,No,Nova Supply,3,46351.8
2024-12-07,Sugar,Groceries,66,350,57.76,Yes,Global Traders,3,3812.16
2024-03-29,Headphones,Electronics,39,157,1401.93,Yes,Prime Distribution,3,54675.27
2024-11-08,Laptop,Electronics,70,220,1863.86,No,Global Traders,12,130470.2
2024-01-24,Cheese,Groceries,49,167,1717.05,Yes,Nova Supply,8,84135.45
2023-11-10,Speaker,Electronics,55,131,712.23,Yes,Global Traders,8,39172.65
2024-04-15,Headphones,Electronics,54,477,146.63,Yes,Nova Supply,9,7918.02
2023-12-28,Face Wash,Personal Care,74,334,1219.32,Yes,Smart Wholesale,14,90229.68
2024-09-29,Milk,Groceries,45,456,1804.88,Yes,Nova Supply,2,81219.6
2024-04-13,Face Wash,Personal Care,39,415,1829.25,No,Global Traders,5,71340.75
2023-02-20,Shampoo,Personal Care,25,381,230.58,No,Prime Distribution,15,5764.5
2023-06-26,Juice,Groceries,39,57,854.92,Yes,ABC Suppliers,6,33341.88
2024-01-22,Coffee,Groceries,58,223,1725.54,Yes,Global Traders,3,100081.32
2023-02-19,Speaker,Electronics,23,343,1084.25,No,ABC Suppliers,15,24937.75
2023-06-03,Butter,Groceries,37,477,1964.2,No,Prime Distribution,9,72675.4
2024-09-23,Phone,Electronics,24,190,1206.07,Yes,Prime Distribution,9,28945.68
2023-12-24,Eggs,Groceries,53,417,1818.31,No,Prime Distribution,15,96370.43
2024-03-15,Face Wash,Personal Care,53,367,132.19,Yes,Nova Supply,6,7006.07
2023-10-19,Juice,Groceries,42,97,16.86,Yes,Prime Distribution,12,708.12
2023-01-07,Sugar,Groceries,50,352,1225.84,No,ABC Suppliers,2,61292.0
2024-12-11,Printer,Electronics,57,57,1399.97,No,Global Traders,9,79798.29
2023-04-14,Hair Oil,Personal Care,19,95,1286.48,No,Nova Supply,12,24443.12
2023-11-21,Sugar,Groceries,69,200,611.78,No,ABC Suppliers,3,42212.82
2024-08-26,Juice,Groceries,34,294,1014.62,No,Nova Supply,5,34497.08
2023-10-20,Sanitizer,Personal Care,22,102,532.53,Yes,Nova Supply,13,11715.66
2024-01-08,Soap,Personal Care,29,433,1611.96,No,Global Traders,14,46746.84
2024-11-30,Sanitizer,Personal Care,63,256,263.69,Yes,ABC Suppliers,8,16612.47
2024-09-13,Sanitizer,Personal Care,61,299,17.02,Yes,Global Traders,7,1038.22
2024-11-14,Camera,Electronics,78,486,1678.62,Yes,Prime Distribution,9,130932.36
2024-09-12,Shampoo,Personal Care,52,377,1333.81,Yes,Global Traders,4,69358.12
2023-04-18,Laptop,Electronics,61,473,1266.99,No,Nova Supply,13,77286.39
2023-07-12,Bread,Groceries,48,321,1859.9,No,Prime Distribution,3,89275.2
2023-12-20,Toothpaste,Personal Care,58,347,1026.21,No,Smart Wholesale,5,59520.18
2023-12-27,Hair Oil,Personal Care,59,80,281.12,No,ABC Suppliers,6,16586.08
2024-03-12,Coffee,Groceries,35,181,85.79,Yes,ABC Suppliers,6,3002.65
2024-12-21,Monitor,Electronics,55,349,64.76,No,Global Traders,6,3561.8
2023-09-21,Camera,Electronics,31,198,1151.5,No,Smart Wholesale,4,35696.5
2023-11-28,Deodorant,Personal Care,65,172,1247.12,No,Nova Supply,13,81062.8
2023-08-31,Eggs,Groceries,47,221,279.64,No,ABC Suppliers,10,13143.08
2023-12-04,Camera,Electronics,57,152,1679.06,Yes,Smart Wholesale,13,95706.42
2024-06-24,Speaker,Electronics,63,294,683.91,Yes,Nova Supply,15,43086.33
2023-01-13,Soap,Personal Care,14,114,135.38,No,Global Traders,3,1895.32
2024-02-18,Laptop,Electronics,33,102,1794.52,No,Nova Supply,5,59219.16
2024-04-05,Speaker,Electronics,44,274,1787.3,No,Global Traders,13,78641.2
2023-05-29,Keyboard,Electronics,52,133,1522.47,No,Nova Supply,3,79168.44
2023-05-19,Conditioner,Personal Care,25,73,1789.58,No,Smart Wholesale,10,44739.5
2024-07-28,Bread,Groceries,42,335,766.24,Yes,Nova Supply,2,32182.08
2024-08-24,Soap,Personal Care,35,344,1455.86,No,ABC Suppliers,2,50955.1
2024-02-18,Laptop,Electronics,35,246,1845.27,Yes,ABC Suppliers,9,64584.45
2024-12-19,Milk,Groceries,77,73,798.15,Yes,Nova Supply,13,61457.55
2023-01-07,Tablet,Electronics,32,365,1193.27,No,Prime Distribution,4,38184.64
2024-02-14,Milk,Groceries,23,187,124.46,No,ABC Suppliers,12,2862.58
2023-06-05,Shampoo,Personal Care,47,107,1326.57,Yes,Global Traders,13,62348.79
2024-11-14,Cheese,Groceries,59,62,668.17,Yes,Prime Distribution,8,39422.03
2023-03-05,Printer,Electronics,41,55,1563.43,No,Global Traders,14,64100.63
2023-03-08,Lotion,Personal Care,42,257,378.36,No,Smart Wholesale,14,15891.12
2024-12-18,Sanitizer,Personal Care,67,431,1113.06,No,Smart Wholesale,11,74575.02
2023-11-14,Perfume,Personal Care,62,95,1359.14,Yes,Global Traders,3,84266.68
2024-07-31,Bread,Groceries,43,141,895.55,No,Nova Supply,2,38508.65
2023-08-05,Hair Oil,Personal Care,31,391,468.23,No,Global Traders,7,14515.13
2024-06-26,Monitor,Electronics,51,122,1735.21,No,ABC Suppliers,4,88495.71
2023-06-12,Monitor,Electronics,48,488,253.08,No,Global Traders,8,12147.84
2023-09-21,Hair Oil,Personal Care,44,206,1722.16,Yes,Prime Distribution,14,75775.04
2023-02-02,Face Wash,Personal Care,38,100,1492.99,Yes,Prime Distribution,15,56733.62
2023-07-16,Laptop,Electronics,45,484,1788.68,Yes,Prime Distribution,6,80490.6
2024-01-19,Bread,Groceries,48,385,1566.0,No,Global Traders,2,75168.0
2023-10-08,Milk,Groceries,53,309,1541.11,Yes,Smart Wholesale,7,81678.83
2023-02-15,Milk,Groceries,51,267,323.15,No,Global Traders,9,16480.65
2023-10-10,Soap,Personal Care,32,404,1227.68,No,Prime Distribution,5,39285.76
2023-09-02,Face Wash,Personal Care,32,409,1024.53,No,Global Traders,15,32784.96
2024-11-01,Mouse,Electronics,74,282,778.75,No,ABC Suppliers,12,57627.5
2024-06-21,Tea,Groceries,56,98,1902.54,No,Prime Distribution,15,106542.24
2024-02-27,Coffee,Groceries,56,76,1453.38,Yes,Prime Distribution,14,81389.28
2023-10-29,Tea,Groceries,44,273,1985.18,Yes,Nova Supply,5,87347.92
2024-02-23,Face Wash,Personal Care,28,489,989.2,No,Prime Distribution,14,27697.6
2023-10-27,Monitor,Electronics,43,312,65.2,Yes,Prime Distribution,6,2803.6
2024-05-04,Headphones,Electronics,43,292,531.72,No,ABC Suppliers,10,22863.96
2023-11-19,Sanitizer,Personal Care,83,364,1881.36,No,Nova Supply,13,156152.88
2023-04-16,Keyboard,Electronics,34,95,477.5,No,Global Traders,8,16235.0
2024-10-23,Coffee,Groceries,57,295,103.47,Yes,Prime Distribution,10,5897.79
2024-11-12,Milk,Groceries,79,454,1627.22,No,Prime Distribution,15,128550.38
2024-01-19,Sanitizer,Personal Care,21,372,819.2,No,Prime Distribution,12,17203.2
2024-10-27,Lotion,Personal Care,43,175,552.88,Yes,Smart Wholesale,3,23773.84
2024-12-19,Hair Oil,Personal Care,52,180,1135.67,Yes,ABC Suppliers,8,59054.84
2024-09-08,Juice,Groceries,47,322,446.64,Yes,ABC Suppliers,8,20992.08
2024-05-18,Conditioner,Personal Care,41,150,1507.37,No,Prime Distribution,9,61802.17
2024-04-26,Toothpaste,Personal Care,35,461,1251.05,Yes,Global Traders,4,43786.75
2023-09-15,Soap,Personal Care,40,57,1840.36,No,Smart Wholesale,2,73614.4
2024-09-06,Monitor,Electronics,41,265,1649.7,No,Global Traders,13,67637.7
2024-09-11,Camera,Electronics,46,122,1323.2,Yes,Global Traders,5,60867.2
2024-05-11,Mouse,Electronics,29,290,155.94,Yes,Smart Wholesale,10,4522.26
2024-10-11,Butter,Groceries,47,157,579.42,Yes,Smart Wholesale,5,27232.74
2024-06-11,Conditioner,Personal Care,61,111,1622.44,Yes,Nova Supply,5,98968.84
2024-11-24,Hair Oil,Personal Care,60,63,1053.61,No,ABC Suppliers,14,63216.6
2023-02-10,Phone,Electronics,28,486,1089.79,Yes,Global Traders,14,30514.12
2024-05-13,Phone,Electronics,34,81,1247.38,Yes,Nova Supply,2,42410.92
2024-02-08,Headphones,Electronics,34,180,990.53,No,ABC Suppliers,14,33678.02
2023-05-07,Rice,Groceries,53,442,1060.56,Yes,Nova Supply,2,56209.68
2023-12-04,Keyboard,Electronics,74,45,1121.11,No,Smart Wholesale,7,82962.14
2023-03-25,Coffee,Groceries,34,464,1918.81,No,Smart Wholesale,9,65239.54
2024-05-05,Speaker,Electronics,58,260,226.3,No,Prime Distribution,12,13125.4
2024-09-12,Milk,Groceries,43,152,1663.1,Yes,ABC Suppliers,11,71513.3
2023-10-30,Butter,Groceries,29,327,613.31,Yes,Nova Supply,13,17785.99
2023-07-23,Tea,Groceries,66,448,1973.03,No,ABC Suppliers,3,130219.98
2023-11-14,Rice,Groceries,59,164,963.13,No,Global Traders,14,56824.67
2024-07-14,Butter,Groceries,60,230,877.5,No,ABC Suppliers,9,52650.0
2023-06-24,Toothpaste,Personal Care,67,277,594.91,No,ABC Suppliers,13,39858.97
2024-11-29,Phone,Electronics,66,224,1981.28,Yes,ABC Suppliers,3,130764.48
2023-05-01,Tea,Groceries,31,389,269.63,No,Smart Wholesale,10,8358.53
2024-11-21,Milk,Groceries,56,277,587.28,No,Smart Wholesale,8,32887.68
2023-10-25,Printer,Electronics,38,204,1959.63,Yes,Smart Wholesale,4,74465.94
2024-05-21,Mouse,Electronics,31,80,1470.12,No,Global Traders,5,45573.72
2024-10-16,Keyboard,Electronics,41,126,225.25,Yes,Nova Supply,12,9235.25
2024-08-07,Monitor,Electronics,44,208,1112.18,Yes,Global Traders,11,48935.92
2024-08-16,Lotion,Personal Care,37,115,602.59,No,Nova Supply,15,22295.83
2024-12-27,Coffee,Groceries,56,313,1684.91,No,Nova Supply,5,94354.96
2024-06-17,Butter,Groceries,66,399,1701.84,Yes,Nova Supply,3,112321.44
2024-03-07,Speaker,Electronics,53,119,1943.22,Yes,Nova Supply,7,102990.66
2024-05-02,Printer,Electronics,37,112,1429.93,No,ABC Suppliers,3,52907.41
2023-12-26,Bread,Groceries,71,408,1904.56,Yes,Global Traders,10,135223.76
2023-12-17,Soap,Personal Care,84,173,1654.3,No,Prime Distribution,14,138961.2
2024-03-24,Cheese,Groceries,30,311,1959.23,No,ABC Suppliers,13,58776.9
2024-09-28,Sugar,Groceries,25,80,1195.08,No,Prime Distribution,2,29877.0
2024-05-01,Soap,Personal Care,16,255,1260.51,Yes,Prime Distribution,2,20168.16
2024-06-28,Conditioner,Personal Care,48,453,235.08,Yes,ABC Suppliers,15,11283.84
2023-12-29,Eggs,Groceries,56,295,1258.35,No,Smart Wholesale,12,70467.6
2024-04-03,Tea,Groceries,53,116,759.49,Yes,Nova Supply,14,40252.97
2023-03-10,Deodorant,Personal Care,51,417,473.92,Yes,Prime Distribution,8,24169.92
2024-09-25,Toothpaste,Personal Care,52,264,1838.0,Yes,Nova Supply,8,95576.0
2023-06-03,Face Wash,Personal Care,45,154,1976.61,No,Global Traders,9,88947.45
2023-07-19,Juice,Groceries,44,197,515.49,No,Global Traders,10,22681.56
